"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","GGEXP","TOT","PC_GDP","A","2001",43.2036799310363,
"CZE","GGEXP","TOT","PC_GDP","A","2002",44.8127715684856,
"CZE","GGEXP","TOT","PC_GDP","A","2003",49.3450712394258,
"CZE","GGEXP","TOT","PC_GDP","A","2004",42.5549332493917,
"CZE","GGEXP","TOT","PC_GDP","A","2005",42.2731138881649,
"CZE","GGEXP","TOT","PC_GDP","A","2006",41.3565482558348,
"CZE","GGEXP","TOT","PC_GDP","A","2007",40.3743167200374,
"CZE","GGEXP","TOT","PC_GDP","A","2008",40.6369645812982,
"CZE","GGEXP","TOT","PC_GDP","A","2009",44.199802107109,
"CZE","GGEXP","TOT","PC_GDP","A","2010",43.5143637898035,
"CZE","GGEXP","TOT","PC_GDP","A","2011",43.034740582906,
"CZE","GGEXP","TOT","PC_GDP","A","2012",44.4796833034805,
"CZE","GGEXP","TOT","PC_GDP","A","2013",42.6025736629017,
"CZE","GGEXP","TOT","PC_GDP","A","2014",42.2362799849506,
"CZE","GGEXP","TOT","PC_GDP","A","2015",41.6988791681418,
"CZE","GGEXP","TOT","PC_GDP","A","2016",39.4436649405724,
"DNK","GGEXP","TOT","THND_USD_CAP","A","2009",22802.87,
"DNK","GGEXP","TOT","THND_USD_CAP","A","2010",24396.03,
"DNK","GGEXP","TOT","THND_USD_CAP","A","2011",25059.1,
"DNK","GGEXP","TOT","THND_USD_CAP","A","2012",25968.76,
"DNK","GGEXP","TOT","THND_USD_CAP","A","2013",26092.08,
"DNK","GGEXP","TOT","THND_USD_CAP","A","2014",26452.31,
"DNK","GGEXP","TOT","THND_USD_CAP","A","2015",26669.89,
"DNK","GGEXP","TOT","THND_USD_CAP","A","2016",26272.91,
"DNK","GGEXP","TOT","THND_USD_CAP","A","2017",26659.31,
"DNK","GGEXP","TOT","PC_GDP","A","1995",58.5259960848369,
"DNK","GGEXP","TOT","PC_GDP","A","1996",57.9984448872451,
"DNK","GGEXP","TOT","PC_GDP","A","1997",55.9074938335912,
"DNK","GGEXP","TOT","PC_GDP","A","1998",55.3952485185348,
"DNK","GGEXP","TOT","PC_GDP","A","1999",54.5332700775903,
"DNK","GGEXP","TOT","PC_GDP","A","2000",52.6867644576279,
"DNK","GGEXP","TOT","PC_GDP","A","2001",52.8374234247109,
"DNK","GGEXP","TOT","PC_GDP","A","2002",53.2143112919432,
"DNK","GGEXP","TOT","PC_GDP","A","2003",53.6393571328644,
"DNK","GGEXP","TOT","PC_GDP","A","2004",52.9973751677456,
"DNK","GGEXP","TOT","PC_GDP","A","2005",51.2415005447722,
"DNK","GGEXP","TOT","PC_GDP","A","2006",49.8297528324991,
"DNK","GGEXP","TOT","PC_GDP","A","2007",49.5914241924956,
"DNK","GGEXP","TOT","PC_GDP","A","2008",50.4107756443349,
"DNK","GGEXP","TOT","PC_GDP","A","2009",56.5363038957857,
"DNK","GGEXP","TOT","PC_GDP","A","2010",56.6732158023022,
"DNK","GGEXP","TOT","PC_GDP","A","2011",56.429311683544,
"DNK","GGEXP","TOT","PC_GDP","A","2012",57.9549256412394,
"DNK","GGEXP","TOT","PC_GDP","A","2013",55.8203782291026,
"DNK","GGEXP","TOT","PC_GDP","A","2014",55.2177128103919,
"DNK","GGEXP","TOT","PC_GDP","A","2015",54.7776438157217,
"DNK","GGEXP","TOT","PC_GDP","A","2016",53.5957098920503,
"FIN","GGEXP","TOT","THND_USD_CAP","A","2009",20711.16,
"FIN","GGEXP","TOT","THND_USD_CAP","A","2010",21231.03,
"FIN","GGEXP","TOT","THND_USD_CAP","A","2011",22125.37,
"FIN","GGEXP","TOT","THND_USD_CAP","A","2012",22829.91,
"FIN","GGEXP","TOT","THND_USD_CAP","A","2013",23744.19,
"FIN","GGEXP","TOT","THND_USD_CAP","A","2014",24093.58,
"FIN","GGEXP","TOT","THND_USD_CAP","A","2015",24033.48,"B"
"FIN","GGEXP","TOT","THND_USD_CAP","A","2016",24286.17,
"FIN","GGEXP","TOT","THND_USD_CAP","A","2017",24114.12,
"FIN","GGEXP","TOT","PC_GDP","A","1990",47.8518844083068,
"FIN","GGEXP","TOT","PC_GDP","A","1991",56.6431314827166,
"FIN","GGEXP","TOT","PC_GDP","A","1992",61.7357280912648,
"FIN","GGEXP","TOT","PC_GDP","A","1993",64.1181135420068,
"FIN","GGEXP","TOT","PC_GDP","A","1994",62.5451701040014,
"FIN","GGEXP","TOT","PC_GDP","A","1995",61.0525995373189,
"FIN","GGEXP","TOT","PC_GDP","A","1996",59.512051734274,
"FIN","GGEXP","TOT","PC_GDP","A","1997",56.0927594863552,
"FIN","GGEXP","TOT","PC_GDP","A","1998",52.3649715073682,
"FIN","GGEXP","TOT","PC_GDP","A","1999",50.9592430056018,
"FIN","GGEXP","TOT","PC_GDP","A","2000",48.0144722260955,
"FIN","GGEXP","TOT","PC_GDP","A","2001",47.3382858962731,
"FIN","GGEXP","TOT","PC_GDP","A","2002",48.5248400083621,
"FIN","GGEXP","TOT","PC_GDP","A","2003",49.383449122182,
"FIN","GGEXP","TOT","PC_GDP","A","2004",49.3055774654997,
"FIN","GGEXP","TOT","PC_GDP","A","2005",49.2751859940263,
"FIN","GGEXP","TOT","PC_GDP","A","2006",48.3402273280267,
"FIN","GGEXP","TOT","PC_GDP","A","2007",46.7955451700039,
"FIN","GGEXP","TOT","PC_GDP","A","2008",48.2590043931424,
"FIN","GGEXP","TOT","PC_GDP","A","2009",54.7580774351071,
"FIN","GGEXP","TOT","PC_GDP","A","2010",54.7546766435062,
"FIN","GGEXP","TOT","PC_GDP","A","2011",54.3843875876852,
"FIN","GGEXP","TOT","PC_GDP","A","2012",56.2036707992772,
"FIN","GGEXP","TOT","PC_GDP","A","2013",57.5013032487779,
"FIN","GGEXP","TOT","PC_GDP","A","2014",58.1090551602636,
"FIN","GGEXP","TOT","PC_GDP","A","2015",57.1358371023454,
"FIN","GGEXP","TOT","PC_GDP","A","2016",55.8995146012929,
"FRA","GGEXP","TOT","THND_USD_CAP","A","2009",19824.27,
"FRA","GGEXP","TOT","THND_USD_CAP","A","2010",20445.67,
"FRA","GGEXP","TOT","THND_USD_CAP","A","2011",21079.71,
"FRA","GGEXP","TOT","THND_USD_CAP","A","2012",21520.41,
"FRA","GGEXP","TOT","THND_USD_CAP","A","2013",22621.62,
"FRA","GGEXP","TOT","THND_USD_CAP","A","2014",22968.21,
"FRA","GGEXP","TOT","THND_USD_CAP","A","2015",23039.76,
"FRA","GGEXP","TOT","THND_USD_CAP","A","2016",23397.66,
"FRA","GGEXP","TOT","THND_USD_CAP","A","2017",24161.45,
"FRA","GGEXP","TOT","PC_GDP","A","1995",54.4822055483459,
"FRA","GGEXP","TOT","PC_GDP","A","1996",54.5529464187321,
"FRA","GGEXP","TOT","PC_GDP","A","1997",54.2066419807902,
"FRA","GGEXP","TOT","PC_GDP","A","1998",52.6102599608254,
"FRA","GGEXP","TOT","PC_GDP","A","1999",52.3227354195114,
"FRA","GGEXP","TOT","PC_GDP","A","2000",51.3607266406733,
"FRA","GGEXP","TOT","PC_GDP","A","2001",51.4288128981927,
"FRA","GGEXP","TOT","PC_GDP","A","2002",52.5101884396871,
"FRA","GGEXP","TOT","PC_GDP","A","2003",53.0032514322369,
"FRA","GGEXP","TOT","PC_GDP","A","2004",52.7315716550109,
"FRA","GGEXP","TOT","PC_GDP","A","2005",53.0599324425719,
"FRA","GGEXP","TOT","PC_GDP","A","2006",52.6385019405882,
"FRA","GGEXP","TOT","PC_GDP","A","2007",52.3430996826967,
"FRA","GGEXP","TOT","PC_GDP","A","2008",53.0827452594385,
"FRA","GGEXP","TOT","PC_GDP","A","2009",56.8372493185886,
"FRA","GGEXP","TOT","PC_GDP","A","2010",56.5342664646575,
"FRA","GGEXP","TOT","PC_GDP","A","2011",55.9868517258082,
"FRA","GGEXP","TOT","PC_GDP","A","2012",56.7669824454568,
"FRA","GGEXP","TOT","PC_GDP","A","2013",56.9965175522828,
"FRA","GGEXP","TOT","PC_GDP","A","2014",57.0128828034692,
"FRA","GGEXP","TOT","PC_GDP","A","2015",56.5591294158746,
"FRA","GGEXP","TOT","PC_GDP","A","2016",56.3796123788908,
"DEU","GGEXP","TOT","THND_USD_CAP","A","2009",17930.95,
"DEU","GGEXP","TOT","THND_USD_CAP","A","2010",18880.93,
"DEU","GGEXP","TOT","THND_USD_CAP","A","2011",19087.82,
"DEU","GGEXP","TOT","THND_USD_CAP","A","2012",19296.87,
"DEU","GGEXP","TOT","THND_USD_CAP","A","2013",20213.42,
"DEU","GGEXP","TOT","THND_USD_CAP","A","2014",20761.39,
"DEU","GGEXP","TOT","THND_USD_CAP","A","2015",20873.82,
"DEU","GGEXP","TOT","THND_USD_CAP","A","2016",21519.08,
"DEU","GGEXP","TOT","THND_USD_CAP","A","2017",22246.27,
"DEU","GGEXP","TOT","PC_GDP","A","1995",54.6599047859791,
"DEU","GGEXP","TOT","PC_GDP","A","1996",48.9422837327132,
"DEU","GGEXP","TOT","PC_GDP","A","1997",48.0572825849351,
"DEU","GGEXP","TOT","PC_GDP","A","1998",47.6864876649341,
"DEU","GGEXP","TOT","PC_GDP","A","1999",47.6943454341172,
"DEU","GGEXP","TOT","PC_GDP","A","2000",44.7487337465981,
"DEU","GGEXP","TOT","PC_GDP","A","2001",46.9080441314769,
"DEU","GGEXP","TOT","PC_GDP","A","2002",47.2640531573492,
"DEU","GGEXP","TOT","PC_GDP","A","2003",47.8156192569637,
"DEU","GGEXP","TOT","PC_GDP","A","2004",46.3120205054126,
"DEU","GGEXP","TOT","PC_GDP","A","2005",46.2000730161766,
"DEU","GGEXP","TOT","PC_GDP","A","2006",44.6963334377938,
"DEU","GGEXP","TOT","PC_GDP","A","2007",42.817370475444,
"DEU","GGEXP","TOT","PC_GDP","A","2008",43.5728450194009,
"DEU","GGEXP","TOT","PC_GDP","A","2009",47.5762108377908,
"DEU","GGEXP","TOT","PC_GDP","A","2010",47.2554514236103,
"DEU","GGEXP","TOT","PC_GDP","A","2011",44.7100017757258,
"DEU","GGEXP","TOT","PC_GDP","A","2012",44.2953891221277,
"DEU","GGEXP","TOT","PC_GDP","A","2013",44.6883491847826,
"DEU","GGEXP","TOT","PC_GDP","A","2014",44.1981018107324,
"DEU","GGEXP","TOT","PC_GDP","A","2015",43.782725346523,
"DEU","GGEXP","TOT","PC_GDP","A","2016",43.945153888757,
"GRC","GGEXP","TOT","THND_USD_CAP","A","2009",16418.06,
"GRC","GGEXP","TOT","THND_USD_CAP","A","2010",14785.97,
"GRC","GGEXP","TOT","THND_USD_CAP","A","2011",14138.59,
"GRC","GGEXP","TOT","THND_USD_CAP","A","2012",14091.14,
"GRC","GGEXP","TOT","THND_USD_CAP","A","2013",16257.97,
"GRC","GGEXP","TOT","THND_USD_CAP","A","2014",13486.1,
"GRC","GGEXP","TOT","THND_USD_CAP","A","2015",14368.49,
"GRC","GGEXP","TOT","THND_USD_CAP","A","2016",13255.14,
"GRC","GGEXP","TOT","THND_USD_CAP","A","2017",13297.17,
"GRC","GGEXP","TOT","PC_GDP","A","1995",45.9997243202319,
"GRC","GGEXP","TOT","PC_GDP","A","1996",45.0829903744207,
"GRC","GGEXP","TOT","PC_GDP","A","1997",43.7059062646761,
"GRC","GGEXP","TOT","PC_GDP","A","1998",45.1491671535167,
"GRC","GGEXP","TOT","PC_GDP","A","1999",46.1541124111853,
"GRC","GGEXP","TOT","PC_GDP","A","2000",46.425674015025,
"GRC","GGEXP","TOT","PC_GDP","A","2001",45.9860932174109,
"GRC","GGEXP","TOT","PC_GDP","A","2002",45.7969227893809,
"GRC","GGEXP","TOT","PC_GDP","A","2003",46.5918300277855,
"GRC","GGEXP","TOT","PC_GDP","A","2004",47.6145925039729,
"GRC","GGEXP","TOT","PC_GDP","A","2005",45.561607453273,
"GRC","GGEXP","TOT","PC_GDP","A","2006",45.1167228885365,
"GRC","GGEXP","TOT","PC_GDP","A","2007",47.0694220897065,
"GRC","GGEXP","TOT","PC_GDP","A","2008",50.8454075582449,
"GRC","GGEXP","TOT","PC_GDP","A","2009",54.0781117111747,
"GRC","GGEXP","TOT","PC_GDP","A","2010",52.4776536480877,
"GRC","GGEXP","TOT","PC_GDP","A","2011",54.0856904965393,
"GRC","GGEXP","TOT","PC_GDP","A","2012",55.3979262997117,
"GRC","GGEXP","TOT","PC_GDP","A","2013",62.1728986041045,
"GRC","GGEXP","TOT","PC_GDP","A","2014",50.1683455780349,
"GRC","GGEXP","TOT","PC_GDP","A","2015",53.8165354804243,
"GRC","GGEXP","TOT","PC_GDP","A","2016",49.7562378129138,
"HUN","GGEXP","TOT","THND_USD_CAP","A","2009",10398.85,
"HUN","GGEXP","TOT","THND_USD_CAP","A","2010",10613.6,
"HUN","GGEXP","TOT","THND_USD_CAP","A","2011",11294.5,
"HUN","GGEXP","TOT","THND_USD_CAP","A","2012",11193.88,
"HUN","GGEXP","TOT","THND_USD_CAP","A","2013",12059.3,
"HUN","GGEXP","TOT","THND_USD_CAP","A","2014",12602.66,
"HUN","GGEXP","TOT","THND_USD_CAP","A","2015",13101.78,
"HUN","GGEXP","TOT","THND_USD_CAP","A","2016",12424.75,
"HUN","GGEXP","TOT","THND_USD_CAP","A","2017",13065.78,
"HUN","GGEXP","TOT","PC_GDP","A","1995",55.1144837243877,
"HUN","GGEXP","TOT","PC_GDP","A","1996",50.8270873675178,
"HUN","GGEXP","TOT","PC_GDP","A","1997",49.4325616884753,
"HUN","GGEXP","TOT","PC_GDP","A","1998",50.6315658504671,
"HUN","GGEXP","TOT","PC_GDP","A","1999",48.6082917787325,
"HUN","GGEXP","TOT","PC_GDP","A","2000",47.1040609962162,
"HUN","GGEXP","TOT","PC_GDP","A","2001",47.1333604079191,
"HUN","GGEXP","TOT","PC_GDP","A","2002",50.8294725026773,
"HUN","GGEXP","TOT","PC_GDP","A","2003",48.987110974612,
"HUN","GGEXP","TOT","PC_GDP","A","2004",48.6778088965825,
"HUN","GGEXP","TOT","PC_GDP","A","2005",49.3468936891508,
"HUN","GGEXP","TOT","PC_GDP","A","2006",51.427266824936,
"HUN","GGEXP","TOT","PC_GDP","A","2007",49.8295574951206,
"HUN","GGEXP","TOT","PC_GDP","A","2008",48.5794761493776,
"HUN","GGEXP","TOT","PC_GDP","A","2009",50.3623743992531,
"HUN","GGEXP","TOT","PC_GDP","A","2010",49.2376581928718,
"HUN","GGEXP","TOT","PC_GDP","A","2011",49.4479055209377,
"HUN","GGEXP","TOT","PC_GDP","A","2012",48.4699349544548,
"HUN","GGEXP","TOT","PC_GDP","A","2013",49.2693194783747,
"HUN","GGEXP","TOT","PC_GDP","A","2014",49.4992668841923,
"HUN","GGEXP","TOT","PC_GDP","A","2015",50.1867870718279,
"HUN","GGEXP","TOT","PC_GDP","A","2016",46.6803207876157,
"ISL","GGEXP","TOT","THND_USD_CAP","A","2009",19811.27,
"ISL","GGEXP","TOT","THND_USD_CAP","A","2010",18932.65,
"ISL","GGEXP","TOT","THND_USD_CAP","A","2011",18030.14,
"ISL","GGEXP","TOT","THND_USD_CAP","A","2012",18377.21,
"ISL","GGEXP","TOT","THND_USD_CAP","A","2013",18719.15,
"ISL","GGEXP","TOT","THND_USD_CAP","A","2014",20028.07,
"ISL","GGEXP","TOT","THND_USD_CAP","A","2015",20172.34,
"ISL","GGEXP","TOT","THND_USD_CAP","A","2016",22964.2,
"ISL","GGEXP","TOT","THND_USD_CAP","A","2017",22407.46,
"ISL","GGEXP","TOT","PC_GDP","A","2013",43.7194628501976,
"ISL","GGEXP","TOT","PC_GDP","A","2014",44.9623272368167,
"ISL","GGEXP","TOT","PC_GDP","A","2015",42.4664912033751,
"ISL","GGEXP","TOT","PC_GDP","A","2016",44.9991183877667,
"IRL","GGEXP","TOT","THND_USD_CAP","A","2009",19544.72,
"IRL","GGEXP","TOT","THND_USD_CAP","A","2010",28187.66,
"IRL","GGEXP","TOT","THND_USD_CAP","A","2011",20920.43,
"IRL","GGEXP","TOT","THND_USD_CAP","A","2012",19481.81,
"IRL","GGEXP","TOT","THND_USD_CAP","A","2013",19425.73,
"IRL","GGEXP","TOT","THND_USD_CAP","A","2014",19334.69,
"IRL","GGEXP","TOT","THND_USD_CAP","A","2015",20096.2,
"IRL","GGEXP","TOT","THND_USD_CAP","A","2016",19674.54,
"IRL","GGEXP","TOT","THND_USD_CAP","A","2017",19768.1,
"IRL","GGEXP","TOT","PC_GDP","A","1995",40.8293261154789,
"IRL","GGEXP","TOT","PC_GDP","A","1996",38.9910851131121,
"IRL","GGEXP","TOT","PC_GDP","A","1997",36.5056085205315,
"IRL","GGEXP","TOT","PC_GDP","A","1998",34.5963229479559,
"IRL","GGEXP","TOT","PC_GDP","A","1999",33.9702178666459,
"IRL","GGEXP","TOT","PC_GDP","A","2000",30.8768096527348,
"IRL","GGEXP","TOT","PC_GDP","A","2001",32.4915134882665,
"IRL","GGEXP","TOT","PC_GDP","A","2002",33.194781275735,
"IRL","GGEXP","TOT","PC_GDP","A","2003",32.9899357674637,
"IRL","GGEXP","TOT","PC_GDP","A","2004",33.158659742207,
"IRL","GGEXP","TOT","PC_GDP","A","2005",33.3433362985758,
"IRL","GGEXP","TOT","PC_GDP","A","2006",33.846433242248,
"IRL","GGEXP","TOT","PC_GDP","A","2007",35.9100679692527,
"IRL","GGEXP","TOT","PC_GDP","A","2008",41.8090671542076,
"IRL","GGEXP","TOT","PC_GDP","A","2009",47.00546851539,
"IRL","GGEXP","TOT","PC_GDP","A","2010",65.041501268832,
"IRL","GGEXP","TOT","PC_GDP","A","2011",46.5248589103575,
"IRL","GGEXP","TOT","PC_GDP","A","2012",42.0072029400415,
"IRL","GGEXP","TOT","PC_GDP","A","2013",40.3137060538559,
"IRL","GGEXP","TOT","PC_GDP","A","2014",37.4014104992431,
"IRL","GGEXP","TOT","PC_GDP","A","2015",28.792985088411,
"IRL","GGEXP","TOT","PC_GDP","A","2016",27.2849660764483,
"ITA","GGEXP","TOT","THND_USD_CAP","A","2009",17510.55,
"ITA","GGEXP","TOT","THND_USD_CAP","A","2010",17321.24,
"ITA","GGEXP","TOT","THND_USD_CAP","A","2011",17744.56,
"ITA","GGEXP","TOT","THND_USD_CAP","A","2012",18160.1,
"ITA","GGEXP","TOT","THND_USD_CAP","A","2013",18324.71,
"ITA","GGEXP","TOT","THND_USD_CAP","A","2014",18360.85,
"ITA","GGEXP","TOT","THND_USD_CAP","A","2015",18427.87,
"ITA","GGEXP","TOT","THND_USD_CAP","A","2016",18938.4,
"ITA","GGEXP","TOT","THND_USD_CAP","A","2017",19283.15,
"ITA","GGEXP","TOT","PC_GDP","A","1995",51.8045887879938,
"ITA","GGEXP","TOT","PC_GDP","A","1996",51.6401335345568,
"ITA","GGEXP","TOT","PC_GDP","A","1997",49.6234410514583,
"ITA","GGEXP","TOT","PC_GDP","A","1998",48.3117077550452,
"ITA","GGEXP","TOT","PC_GDP","A","1999",47.3676369018759,
"ITA","GGEXP","TOT","PC_GDP","A","2000",45.497969241962,
"ITA","GGEXP","TOT","PC_GDP","A","2001",47.5182582792603,
"ITA","GGEXP","TOT","PC_GDP","A","2002",46.7864254430581,
"ITA","GGEXP","TOT","PC_GDP","A","2003",47.2448741275677,
"ITA","GGEXP","TOT","PC_GDP","A","2004",46.8381987467642,
"ITA","GGEXP","TOT","PC_GDP","A","2005",47.1439201383074,
"ITA","GGEXP","TOT","PC_GDP","A","2006",47.6296202440416,
"ITA","GGEXP","TOT","PC_GDP","A","2007",46.7911295499341,
"ITA","GGEXP","TOT","PC_GDP","A","2008",47.8303843002742,
"ITA","GGEXP","TOT","PC_GDP","A","2009",51.1585034900666,
"ITA","GGEXP","TOT","PC_GDP","A","2010",49.8901069451227,
"ITA","GGEXP","TOT","PC_GDP","A","2011",49.3789508147024,
"ITA","GGEXP","TOT","PC_GDP","A","2012",50.7588028005318,
"ITA","GGEXP","TOT","PC_GDP","A","2013",51.0645306980416,
"ITA","GGEXP","TOT","PC_GDP","A","2014",50.9033884744318,
"ITA","GGEXP","TOT","PC_GDP","A","2015",50.2308361686757,
"ITA","GGEXP","TOT","PC_GDP","A","2016",49.3834997047202,
"JPN","GGEXP","TOT","THND_USD_CAP","A","2009",13508.43,
"JPN","GGEXP","TOT","THND_USD_CAP","A","2010",13910.44,
"JPN","GGEXP","TOT","THND_USD_CAP","A","2011",14538.37,
"JPN","GGEXP","TOT","THND_USD_CAP","A","2012",15114,
"JPN","GGEXP","TOT","THND_USD_CAP","A","2013",15900.65,
"JPN","GGEXP","TOT","THND_USD_CAP","A","2014",15752.99,
"JPN","GGEXP","TOT","THND_USD_CAP","A","2015",15998.37,
"JPN","GGEXP","TOT","THND_USD_CAP","A","2016",16534.76,
"JPN","GGEXP","TOT","PC_GDP","A","2005",35.5129844955324,
"JPN","GGEXP","TOT","PC_GDP","A","2006",35.0333292400523,
